Page Name,Page category,Likes,Comments,Shares,Love,Wow,Haha,Sad,Angry,Care,Total Non-Like,Love,Care,Wow,Haha,Sad,Angry,Neg1,Neg2,Negative,Positive,Total Interactions,Overperforming Score,Type,Link,Content,Message,Post Created
Kementerian Pendidikan dan Kebudayaan RI,Official Page,985,56,523,14,3,1,0,0,0,18,7.80E-01,0.00E+00,1.70E-01,6.00E-02,0.00E+00,0.00E+00,0.00E+00,2.30E-01,2.30E-01,7.80E-01,3.25E+00,-2.05E+01,Photo,https://www.facebook.com/119573194818796/posts/2889997404443014,Belajar di rumah,"#SahabatDikbud, Kementerian Pendidikan dan Kebudayaan (Kemendikbud) menetapkan Tahun Ajaran baru 2020/2021 akan dimulai pada pertengahan Juli 2020. Dalam pelaksanaannya, Kepala Biro Kerja sama dan Humas Evy Mulyani menegaskan bahwa dimulainya tahun ajaran baru tersebut tidak sama dengan kegiatan belajar mengajar secara tatap muka di sekolah.“Tentunya yang menjadi prioritas kami adalah kesehatan dan keselamatan warga sekolah (siswa, guru dan orang tua) sehingga pembukaan kembali sekolah di wilayah zona hijau tidak serta merta dibuka, tetapi akan dilakukan dengan sangat hati-hati, dan tetap mengikuti protokol kesehatan,” demikian disampaikan Evy pada diskusi Zoom With Primus yang disiarkan secara langsung di BeritaNews Channel, di Jakarta, pada Jumat (05/06/2020).Baca selengkapnya di https://www.kemdikbud.go.id/.../kesehatan-warga-sekolah...#MerdekaBelajar #BersamaHadapiKorona",2020-04-05 20:36:39 EDT
Kementerian Pendidikan dan Kebudayaan RI,Official Page,100,10,13,4,0,1,0,0,0,5,8.00E-01,0.00E+00,0.00E+00,2.00E-01,0.00E+00,0.00E+00,0.00E+00,2.00E-01,2.00E-01,8.00E-01,3.53E+00,-1.26E+01,Photo,https://www.facebook.com/119573194818796/posts/3070054819770604,Belajar di rumah,"#SahabatDikbud, sudah membaca Surat Keputusan Bersama (SKB) empat menteri tentang perubahan atas SKB tentang Paduan Penyelengaraan Pembelajaran di masa pandemi Covid-19?Yuk, baca selengkapnya dan unduh pada laman berikut https://www.kemdikbud.go.id/.../skb-empat-menteri-tentang... ! #MerdekaBelajar #BersamaHadapiKorona #BelajardariRumah #SeruBelajarKebiasaanBaru #BangkituntukIndonesiaMaju",2021-02-01 00:25:00 EST
Kementerian Pendidikan dan Kebudayaan RI,Official Page,472,55,33,13,1,2,0,0,0,16,8.10E-01,0.00E+00,6.00E-02,1.30E-01,0.00E+00,0.00E+00,0.00E+00,1.90E-01,1.90E-01,8.10E-01,3.46E+00,-8.61E+00,Photo,https://www.facebook.com/119573194818796/posts/2939201166189304,Belajar di rumah,"#SahabatDikbud, tahun akademik baru 2020/2021 akan segera dimulai pada Agustus 2020 dengan tetap memprioritaskan kesehatan dan keselamatan semua warga satuan Pendidikan tinggi. Untuk daerah yang berada di zona kuning, oranye, dan merah sistem pembelajaran tetap dilanjutkan dengan belajar dari rumah sedangkan untuk zona hijau boleh dilakukan pembelajaran tatap muka dengan tetap mengikuti protokol kesehatan dan persyaratan-persyaratan yang telah ditetapkan.“Kita tidak boleh kalah (dengan COVID-19). Upayakan pembelajaran yang aman dan memastikan kesehatan untuk kita semua. Konsentrasi kita utama pada kesehatan dan keselamatan siswa, orang tua dan penyelenggara,” demikian disampaikan Pelaksana Tugas (Plt.) Direktur Jenderal Pendidikan Tinggi Kementerian Pendidikan dan Kebudayaan (Kemendikbud) Nizam, pada acara temu media Bincang Sore secara virtual di Jakarta, pada Rabu (24/6/2020).Baca selengkapnya di https://www.kemdikbud.go.id/.../pembelajaran-pendidikan...#MerdekaBelajar #BersamaHadapiKorona",2020-10-18 08:25:43 EDT
Kementerian Pendidikan dan Kebudayaan RI,Official Page,1782,115,1458,46,2,0,3,0,0,51,9.00E-01,0.00E+00,4.00E-02,0.00E+00,6.00E-02,0.00E+00,6.00E-02,4.00E-02,1.00E-01,9.00E-01,2.36E+00,-1.85E+01,Photo,https://www.facebook.com/119573194818796/posts/3254367824672635,Belajar di rumah,"#SahabatDikbud, Unit Layanan Terpadu Kemendikbud akan melanjutkan layanan tatap muka daring melalui aplikasi zoom, loh.#SahabatDikbud, yuk daftarkan dirimu melalui tautan ringkas.kemdikbud.go.id/DaftarULT ! Pastikan setelah mendaftar untuk mencatat tanggallayanan yang dipilih dan perhatikan informasi pada formulir pendaftaran, ya.#MerdekaBelajar #ULTKemdikbud #BersamaHadapiKorona #TatapMukaDaring#UnggahUlang @ult.kemdikbud",2020-04-10 09:46:11 EDT
Tribun Timur Berita Online Makassar,Portal Berita,8181,662,2194,137,215,29,63,9,27,480,2.90E-01,6.00E-02,4.50E-01,6.00E-02,1.30E-01,2.00E-02,1.50E-01,5.10E-01,6.60E-01,3.40E-01,1.10E+00,2.24E+01,Photo,https://www.facebook.com/39933559610/posts/10157603602894611,Belajar di rumah,"WALAUPUN TAHUN AJARAN BARU MULAI BULAN DEPAN, TAPI BELUM KE SEKOLAH. INI PRAKIRAAN JADWAL TERBARU.Kabar baik buat orangtua, jadwal masuk sekolah ditunda hingga awal 2021, masih belajar online.",2020-06-03 09:37:40 EDT
Kementerian Pendidikan dan Kebudayaan RI,Official Page,1960,218,2516,43,1,1,0,1,0,46,9.30E-01,0.00E+00,2.00E-02,2.00E-02,0.00E+00,2.00E-02,2.00E-02,4.00E-02,6.00E-02,9.30E-01,3.90E+00,1.74E+01,Photo,https://www.facebook.com/119573194818796/posts/3070054819770604,Belajar di rumah,"#SahabatDikbud, sudah membaca Surat Keputusan Bersama (SKB) empat menteri tentang perubahan atas SKB tentang Paduan Penyelengaraan Pembelajaran di masa pandemi Covid-19?Yuk, baca selengkapnya dan unduh pada laman berikut https://www.kemdikbud.go.id/.../skb-empat-menteri-tentang... ! #MerdekaBelajar #BersamaHadapiKorona #BelajardariRumah #SeruBelajarKebiasaanBaru #BangkituntukIndonesiaMaju",2020-04-12 21:00:30 EDT
Kompas.com,Portal Berita,4409,359,194,77,7,8,39,1,33,165,4.70E-01,2.00E-01,4.00E-02,5.00E-02,2.40E-01,1.00E-02,2.50E-01,9.00E-02,3.40E-01,6.70E-01,7.87E-01,4.75E+00,Link,https://www.facebook.com/17353926534/posts/10159124583696535,Belajar di rumah,"Sebelumnya, Dimas Ibnu Alias terpaksa belajar sendirian di kelas karena tak punya ponsel untuk belajar online.",2020-07-24 11:36:03 EDT
Kementerian Pendidikan dan Kebudayaan RI,Official Page,560,30,238,7,0,0,0,0,1,8,8.80E-01,1.30E-01,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,1.00E+00,2.75E+00,2.16E+01,Photo,https://www.facebook.com/119573194818796/posts/2985926908183396,Belajar di rumah,"#SahabatDikbud,  Pandemi Covid-19 membuat pembelajaran yang sedianya dilakukan secara tatap muka beralih menjadi pembelajaran jarak jauh (PJJ), baik secara dalam jaringan (daring) maupun luar jaringan (luring). Kementerian Pendidikan dan Kebudayaan (Kemendikbud) bersama Kementerian Kesehatan (Kemenkes), Kementerian Dalam Negeri (Kemendagri), Kementerian Agama (Kemenag) telah mengeluarkan Surat Keputusan Bersama (SKB) tentang Panduan Pembelajaran Pada Tahun Ajaran Baru dan Tahun Akademi Baru di Masa Pandemi COVID-19.Menteri Pendidikan dan Kebudayaan (Mendikbud), Nadiem Anwar Makarim, dalam wawancara telekonferensi menyebutkan bahwa terdapat Beberapa kabupaten/kota yang merupakan zona hijau menurut Gugus Tugas Percepatan Penanganan COVID-19 Nasional, dengan demikian dimungkinkan memulai pembelajaran tatap muka dengan persyaratan protokol kesehatan yang ketat. Kendati demikian, prosesnya dilakukan secara bertahap, yakni dimulai dari jenjang SMP dan SMA/SMK terlebih dahulu.Baca selengkapnya di https://www.kemdikbud.go.id/.../mendikbud-kembali...#MerdekaBelajar #BersamaHadapiKorona",2020-07-12 23:30:02 EDT
Kementerian Pendidikan dan Kebudayaan RI,Official Page,207,15,32,6,0,0,0,0,0,6,1.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,1.00E+00,3.24E+00,5.33E+00,Photo,https://www.facebook.com/119573194818796/posts/3058099730966113,Belajar di rumah,"Kementerian Pendidikan dan Kebudayaan RI 8l gtSfnAgpmonsustesuogres i2geird02d0td  · #SahabatDikbud, salah satu pertimbangan diperbolehkannya pembelajaran tatap muka diperluas hingga zona kuning adalah banyaknya satuan pendidikan di daerah 3T (terdepan, terluar, dan tertinggal) sangat kesulitan untuk melaksanakan Pembelajaran Jarak Jauh (PJJ) karena minimnya akses.Hal ini dapat berdampak negatif terhadap tumbuh kembang dan psikososial anak secara permanen. Saat ini, 88% dari keseluruhan daerah 3T berada di zona kuning dan hijau. Dengan adanya penyesuaian Surat Keputusan Bersama (SKB) Empat Menteri, maka satuan pendidikan yang siap dan ingin melaksanakan pembelajaran tatap muka memiliki opsi untuk melaksanakannya secara bertahap dengan protokol kesehatan yang ketat.Walaupun berada di zona hijau dan kuning, satuan pendidikan tidak dapat melakukan pembelajaran tatap muka tanpa adanya persetujuan (1) Pemda/kanwil, (2) kepala sekolah (setelah sekolah dapat memenuhi protokol kesehatan yang ketat), dan (3) adanya persetujuan komite sekolah.Kemudian walaupun sekolah sudah melakukan pembelajaran tatap muka, persyaratan terakhir adalah adanya persetujuan dari orang tua peserta didik. Jika orang tua tidak setuju maka peserta didik tetap belajar dari rumah dan tidak dapat dipaksa.",2021-02-07 22:31:00 EST
Kementerian Pendidikan dan Kebudayaan RI,Official Page,90,63,8,2,0,0,0,0,1,3,6.70E-01,3.30E-01,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,1.00E+00,2.60E+00,-6.76E+00,Photo,https://www.facebook.com/119573194818796/posts/3254367824672635,Belajar di rumah,"#SahabatDikbud, Unit Layanan Terpadu Kemendikbud akan melanjutkan layanan tatap muka daring melalui aplikasi zoom, loh.#SahabatDikbud, yuk daftarkan dirimu melalui tautan ringkas.kemdikbud.go.id/DaftarULT ! Pastikan setelah mendaftar untuk mencatat tanggallayanan yang dipilih dan perhatikan informasi pada formulir pendaftaran, ya.#MerdekaBelajar #ULTKemdikbud #BersamaHadapiKorona #TatapMukaDaring#UnggahUlang @ult.kemdikbud",2020-11-27 19:05:12 EST
Kementerian Pendidikan dan Kebudayaan RI,Official Page,134,15,8,3,0,0,0,0,0,3,1.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,1.00E+00,3.68E+00,-1.49E+01,Photo,https://www.facebook.com/119573194818796/posts/3070054819770604,Belajar di rumah,"#SahabatDikbud, sudah membaca Surat Keputusan Bersama (SKB) empat menteri tentang perubahan atas SKB tentang Paduan Penyelengaraan Pembelajaran di masa pandemi Covid-19?Yuk, baca selengkapnya dan unduh pada laman berikut https://www.kemdikbud.go.id/.../skb-empat-menteri-tentang... ! #MerdekaBelajar #BersamaHadapiKorona #BelajardariRumah #SeruBelajarKebiasaanBaru #BangkituntukIndonesiaMaju",2021-02-08 19:46:55 EST
Kementerian Pendidikan dan Kebudayaan RI,Official Page,108,6,18,6,0,0,0,0,0,6,1.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,1.00E+00,2.58E+00,2.39E+00,Photo,https://www.facebook.com/119573194818796/posts/3055812577861495,Belajar di rumah,"#SahabatDikbud, mempertimbangkan kebutuhan pembelajaran, berbagai masukan dari para ahli dan organisasi serta mempertimbangkan evaluasi implementasi SKB Empat Menteri, Pemerintah melakukan penyesuaian keputusan bersama Empat Menteri terkait pelaksanaan pembelajaran di zona selain merah dan oranye, yakni di zona kuning dan hijau, untuk dapat melaksanakan pembelajaran tatap muka dengan penerapan protokol kesehatan yang sangat ketat.“Prioritas utama pemerintah adalah untuk mengutamakan kesehatan dan keselamatan peserta didik, pendidik, tenaga kependidikan, keluarga, dan masyarakat secara umum, serta mempertimbangkan tumbuh kembang peserta didik dan kondisi psikososial dalam upaya pemenuhan layanan pendidikan selama pandemi COVID-19,” jelas Menteri Pendidikan dan Kebudayaan (Mendikbud) Nadiem Anwar Makarim dalam taklimat media Penyesuaian Kebijakan Pembelajaran di Masa Pandemi COVID-19, di Jakarta, Jumat (07/08).Baca selengkapnya di https://www.kemdikbud.go.id/.../penyesuaian-keputusan...#MerdekaBelajar #BelajardariRumah #BersamaHadapiKorona",2020-10-18 23:42:16 EDT
Kementerian Pendidikan dan Kebudayaan RI,Official Page,382,21,29,9,0,0,0,0,0,9,1.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,1.00E+00,3.50E+00,-3.74E+00,Photo,https://www.facebook.com/877214299031879/posts/3018702211549733,Belajar di rumah,"#SahabatDikbud, mempertimbangkan kebutuhan pembelajaran, berbagai masukan dari para ahli dan organisasi serta mempertimbangkan evaluasi implementasi SKB Empat Menteri, Pemerintah melakukan penyesuaian keputusan bersama Empat Menteri terkait pelaksanaan pembelajaran di zona selain merah dan oranye, yakni di zona kuning dan hijau, untuk dapat melaksanakan pembelajaran tatap muka dengan penerapan protokol kesehatan yang sangat ketat.“Prioritas utama pemerintah adalah untuk mengutamakan kesehatan dan keselamatan peserta didik, pendidik, tenaga kependidikan, keluarga, dan masyarakat secara umum, serta mempertimbangkan tumbuh kembang peserta didik dan kondisi psikososial dalam upaya pemenuhan layanan pendidikan selama pandemi COVID-19,” jelas Menteri Pendidikan dan Kebudayaan (Mendikbud) Nadiem Anwar Makarim dalam taklimat media Penyesuaian Kebijakan Pembelajaran di Masa Pandemi COVID-19, di Jakarta, Jumat (07/08).Baca selengkapnya di https://www.kemdikbud.go.id/.../penyesuaian-keputusan...#MerdekaBelajar #BelajardariRumah #BersamaHadapiKorona",2020-09-02 08:50:39 EDT
Kementerian Pendidikan dan Kebudayaan RI,Official Page,68,1,9,2,0,0,0,0,0,2,1.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,1.00E+00,3.19E+00,3.90E+01,Photo,https://www.facebook.com/877214299031879/posts/3218097211610231,Belajar di rumah,"#SahabatDikbud, sudah tahu mengenai penyesuaian kebijakan pembelajaran di masa pandemi Covid-19? .Dalam perubahan Surat Keputusan Bersama (SKB) Empat Menteri, izin pembelajaran tatap muka diperluas ke zona kuning, dari sebelumnya hanya di zona hijau. .Pada saat sekolah melakukan pembelajaran tatap muka, kondisi protokol kesehatan sangat ketat. Masing-masing rombongan belajar (rombel) hanya diperbolehkan maksimal 50% dari kapasitas. Berarti sekolah harus melakukan rotasi/shifting saat siswa mengikuti pembelajaran tatap muka..Yuk, simak informasi selengkapnya pada infografis berikut atau unduh pada laman kemdikbud.go.id! .#MerdekaBelajar #BersamaHadapiKorona #BelajardariRumah #SeruBelajarKebiasaanBaru #BangkituntukIndonesiaMaju.#unggahulang @kemdikbud.ri• • • • • •",2020-11-05 17:28:45 EST
Inspektorat Jenderal Kemendikbud,Official Page,80,2,26,3,0,0,0,0,0,3,1.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,1.00E+00,2.61E+00,4.30E-01,Photo,https://www.facebook.com/119573194818796/posts/3318046311638119,Belajar di rumah,"#SahabatDikbud, kemarin (3/11) Mendikbud Nadiem Makarim meluncurkan #MerdekaBelajar Episode Keenam: Transformasi Dana Pemerintah untuk Pendidikan Tinggi. Ada 3 program utama di dalamnya, yang pertama adalah Insentif Berdasarkan Capaian Indikator Kinerja Utama (untuk PTN).Program kedua adalah ""Matching Fund"" untuk Kerja Sama dengan Mitra yang terbuka bagi Perguruan Tinggi Negeri dan Perguruan Tinggi Swasta. Berikut ini penjelasannya.Program yang ketiga adalah ""Competitive Fund"" : Program Kompetisi Kampus Merdeka di mana PTN dan PTS yang berkompetisi dibagi ke dalam 3 liga. Berikut ini penjelasannya.Evaluasi program akan dilakukan oleh tim dengan berbagai latar belakang. Alokasi dana akan diprioritaskan berdasarkan 3 kriteria. Tenggat waktu proposal pun sudah ditentukan. Mari berpartisipasi! Ralat pada grafis (gambar ke-4), ""Topik khusus: Maksimal tiga banding satu (3:1)"" seharusnya menjadi ""Maksimal satu banding tiga (1:3)"".#MerdekaBelajar #Episode6 #TransformasiDanaPemerintah",2020-03-31 17:44:44 EDT
MNCTV News,Portal Berita,178,2,2,1,0,0,5,0,0,6,1.70E-01,0.00E+00,0.00E+00,0.00E+00,8.30E-01,0.00E+00,8.30E-01,0.00E+00,8.30E-01,1.70E-01,2.28E+00,5.04E+01,Link,https://www.facebook.com/429723463732278/posts/3414588025245792,Belajar di rumah,"Palembang Tutup Sekolah, Belajar Daring Lanjut hingga Akhir Tahun 2020",2020-10-28 02:00:45 EDT
Metro,Portal Berita,686,320,187,7,10,32,14,3,0,66,1.10E-01,0.00E+00,1.50E-01,4.80E-01,2.10E-01,5.00E-02,2.60E-01,6.30E-01,8.90E-01,1.10E-01,2.36E+00,2.26E+01,Native Video,https://www.facebook.com/156483584365269/posts/3506733922673535,UN 2021 ditiadakan,"Imbas Covid-19, Ujian Nasional 2020 DitiadakanMendikbud Nadiem Makarim memutuskan untuk meniadakan pelaksanaan Ujian Nasional (UN) 2020. Keputusan ini merupakan bagian dari penyelamatan kesehatan rakyat dalam menghadapi covid-19. Ditiadakannya UN juga bagian dari penerapan social distancing.#metrotv #viruscorona #indonesiamelawancorona #indonesiamelawancovid19 #covid19 #pandemicorona #coronapandemi #ujiannasional #ujiannasional2020 #un #un2020",2021-02-04 22:37:53 EST
Kompas.com,Portal Berita,127,22,13,0,1,1,0,0,0,2,0.00E+00,0.00E+00,5.00E-01,5.00E-01,0.00E+00,0.00E+00,0.00E+00,1.00E+00,1.00E+00,0.00E+00,2.22E+00,-4.46E+01,Native Video,https://www.facebook.com/177732508945656/posts/3463565960362278,Belajar di rumah,"Para guru Sekolah Dasar (SD) di Kabupaten Pekalongan, Jawa Tengah mempunyai cara unik dalam rangka mengajar jarak jauh dengan para murid.Mereka memanfaatkan radio komunitas untuk kegiatan belajar mengajar karena tidak semua murid siap dengan handphone untuk pembelajaran secara daring (online).Selengkapnya di https://www.kompas.tv/.../unik-guru-lakukan-pembelajaran...",2021-02-04 18:12:00 EST
BBC News Indonesia,Portal Berita,1181,39,588,59,19,5,4,0,0,87,6.80E-01,0.00E+00,2.20E-01,6.00E-02,5.00E-02,0.00E+00,5.00E-02,2.80E-01,3.30E-01,6.80E-01,2.41E+00,-1.64E+01,Native Video,https://www.facebook.com/177732508945656/posts/4064877023564499,UN 2020 ditiadakan,Menteri Pendidikan dan Kebudayaan Nadiem Makarim memutuskan untuk meniadakanujian nasional (UN) dan ujian kesetaraan di tahun 2021. Keputusan tersebut tertuang dalam Surat Edaran (SE) Mendikbud Nomor 1 Tahun 2021 tentang Peniadaan Ujian Nasional dan Ujian Kesetaraan serta Pelaksanaan Ujian Sekolah dalam Masa Darurat Penyebaran Corona Virus Disease (Covid-19).Tuliskan pendapatmu mengenai berita di atas dan dapatkan berita lainnya di www.kompas.tv dan youtube.com/kompastv,2020-03-24 02:17:28 EDT
Inspektorat Jenderal Kemendikbud,Official Page,211,29,289,6,1,0,1,0,0,8,7.50E-01,0.00E+00,1.30E-01,0.00E+00,1.30E-01,0.00E+00,1.30E-01,1.30E-01,2.60E-01,7.50E-01,2.85E+00,5.98E+00,Photo,https://www.facebook.com/877214299031879/posts/3018702211549733,Belajar di rumah,"#SahabatItjen, dimulainya tahun ajaran baru tidak sama dengan pembukaan sekolah, lho. .“Tanggal 13 Juli adalah tahun pelajaran baru, tetapi bukan berarti kegiatan belajar mengajar tatap muka. Metode belajar akan tergantung perkembangan kondisi daerah masing-masing"", jelas Plt. Direktur Jenderal Pendidikan Anak Usia Dini, Pendidikan Dasar, dan Pendidikan Menengah, Hamid Muhammad..Yuk, baca info selengkapnya di tautan s.id/TahunAjaranBaru. .#MerdekaBelajar #TahunAjaranBaru2020 #CerdasBerliterasi #CerdasBerbudaya #CerdasBerkarakter.#unggahulang @kemdikbud.ri",2020-03-24 04:56:34 EDT
Kementerian Pendidikan dan Kebudayaan RI,Official Page,495,22,89,9,1,1,0,0,0,11,8.20E-01,0.00E+00,9.00E-02,9.00E-02,0.00E+00,0.00E+00,0.00E+00,1.80E-01,1.80E-01,8.20E-01,3.09E+00,-7.45E+00,Native Video,https://www.facebook.com/119573194818796/posts/2695472663895490,UN 2020 ditiadakan,"#SahabatDikbud, Kementerian Pendidikan dan Kebudayaan tetap menjadwalkan pelaksanaan Ujian Nasional (UN) tahun 2020, dengan memperhatikan protokol kesehatan yang tertuang dalam Surat Edaran Mendikbud Nomor 3 Tahun 2020 tentang tentang Pencegahan Corona Virus Disease (COVID-19) pada satuan pendidikan, dan informasi lainnya dari Kementerian Kesehatan.‘’Pelaksanaan UN 2020 tetap dilaksanakan sesuai jadwal dengan tetap memperhatikan protokol kesehatan, di antaranya yaitu selama penyelenggaraan ujian warga sekolah dapat menghindari kontak fisik langsung seperti bersalaman dan cium tangan selama dan sesudah ujian,” terang Plt. Kepala Badan Penelitian, Pengembangan, dan Perbukuan, Totok Suprayitno, saat kegiatan Bincang Sore Pendidikan dan Kebudayaan di Gedung A lantai 2, Graha 1, Kementerian Pendidikan dan Kebudayaan pada Rabu (11/03).Selengkapnya di https://www.kemdikbud.go.id/.../un-2020-tetap-sesuai...",2020-06-11 21:24:09 EDT
Indozone.id,Portal Berita,1177,88,605,7,5,3,4,0,0,19,3.70E-01,0.00E+00,2.60E-01,1.60E-01,2.10E-01,0.00E+00,2.10E-01,4.20E-01,6.30E-01,3.70E-01,4.61E-01,-7.86E+01,Link,https://www.facebook.com/143840239716746/posts/680791972688234,UN 2020 ditiadakan,HORE!!!! Presiden Joko Widodo secara resmi memutuskan untuk menghapus Ujian Nasional (UN) 2020. #KAMUHARUSTAU,2020-03-24 01:56:30 EDT
Kompas.com,Portal Berita,439,17,15,11,0,2,0,0,1,14,7.90E-01,7.00E-02,0.00E+00,1.40E-01,0.00E+00,0.00E+00,0.00E+00,1.40E-01,1.40E-01,8.60E-01,2.79E+00,2.07E+01,Native Video,https://www.facebook.com/177732508945656/posts/3145084525543758,UN 2020 ditiadakan,"Menteri Pendidikan dan Kebudayaan (Mendikbud) resmi membatalkan Ujian Nasional (UN) untuk tingkat SD, SMP, dan SMA.Baca selengkapnya di https://www.kompas.tv/.../sah-ujian-nasional-2020-resmi...",2020-11-13 03:45:00 EST
Portal Berita.com,Portal Berita,692,18,859,9,8,0,0,0,0,17,5.30E-01,0.00E+00,4.70E-01,0.00E+00,0.00E+00,0.00E+00,0.00E+00,4.70E-01,4.70E-01,5.30E-01,4.13E-01,-4.83E+01,Native Video,https://www.facebook.com/357595679961/posts/10158263919579962,UN 2020 ditiadakan,"UJIAN NASIONAL 2020 RESMI DITIADAKAN“Dari rapat konsultasi via daring (online) antara anggota Komisi X dan Mendikbud Nadiem Makarim maka disiapkan berbagai opsi untuk menentukan metode kelulusan siswa salah satunya dengan nilai kumulatif dalam raport,” ujar Ketua Komisi X DPR RI Syaiful Huda dalam siaran pers yang diterima Kompas.com, Senin malam (23/3/2020).",2020-03-23 22:11:07 EDT
Tempo Media,Portal Berita,283,13,201,1,4,0,1,0,0,6,1.70E-01,0.00E+00,6.70E-01,0.00E+00,1.70E-01,0.00E+00,1.70E-01,6.70E-01,8.40E-01,1.70E-01,2.70E+00,3.92E+01,Link,https://www.facebook.com/160355148441/posts/10158469186308442,UN 2020 ditiadakan,Huda mengatakan saat ini Kemendikbud juga mengkaji opsi pelaksanaan Ujian Sekolah Berstandar Nasional sebagai pengganti Ujian Nasional.,2020-03-23 21:29:04 EDT
Kementerian Pendidikan dan Kebudayaan RI,Official Page,654,109,396,9,1,0,1,1,2,14,6.40E-01,1.40E-01,7.00E-02,0.00E+00,7.00E-02,7.00E-02,1.40E-01,7.00E-02,2.10E-01,7.90E-01,2.42E+00,4.15E+01,Native Video,https://www.facebook.com/119573194818796/posts/3202310426545042,Kouta internet gratis,"#SahabatDikbud yuk, simak dengan saksama petunjuk teknis bantuan kuota data internet tahun 2020 bagi dosen dan mahasiswa pada gambar berikut! #MerdekaBelajar #BangkitUntukIndonesiaMaju #BersamaHadapiKorona #BantuanKuotaInternet",2020-09-24 08:51:51 EDT
Kementerian Pendidikan dan Kebudayaan RI,Official Page,260,29,85,5,1,0,0,0,1,7,7.10E-01,1.40E-01,1.40E-01,0.00E+00,0.00E+00,0.00E+00,0.00E+00,1.40E-01,1.40E-01,8.60E-01,3.09E+00,-8.75E+00,Native Video,https://www.facebook.com/877214299031879/posts/3287925444627407,Kouta internet gratis,"#SahabatItjen.Kemendikbud akan memberikan kuota internet gratis kepada siswa sebesar 35GB per bulan dan guru 42GB per bulan. Adapun mahasiswa dan dosen masing-masing 50GB per bulan. Kuota internet ini akan diberikan selama 4 bulan mulai September hingga Desember 2020..Subsidi kuota internet ini sebagai penunjsng kegiatan pembelajaran jarak jauh (PJJ)..Jadwal pendataan yang sebelumnya batas maksimal 31 Agustus 2020, kini diperpanjang hingga 11 September 2020..Bagi para kepala satuan pendidikan, silahkan melakukan pendataan guru dan siswanya melalui aplikasi Dapodik.",2020-12-28 23:19:29 EST
Direktorat Jenderal Pendidikan Tinggi,Official Page,23,0,6,1,0,0,0,0,0,1,1.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,1.00E+00,2.60E+00,6.75E+01,Photo,https://www.facebook.com/100645534838307/posts/214276580141868,Kampus merdeka,"Hai #InsanDiktiAkhirnya pembelajaran secara tatap yang kita tunggu-tunggu akan dilakukan di awal tahun 2021! Atas dasar keputusan bersama Menteri Pendidikan dan Kebudayaan, Menteri Agama, Menteri Kesehatan, dan Menteri Dalam Negeri• Nomor 04/KB/2020,• Nomor 737 Tahun 2020,• Nomor HK.01.08/Menkes/7093/2020, dan•Nomor 402-3987 Tahun 2020Tentang Panduan Penyelenggaraan Pembelajaran pada Tahun Ajaran 2020/2021 dan Tahun Akademik 2020/2021 di Masa Pandemi Coronavirus Disase 2019 (Covid-19).Silahkan #InsanDikti dapat melihat selengkapnya pada postingan diatas, ya! Jangan lupa untuk selalu patuhi protokol kesehatan yang berlaku, dan menjadi duta perubahan perilaku di lingkungan masing-masing. #DitjenDikti#Kemendikbud#PendidikanTinggi#KampusMerdekaIndonesiaJaya#DiktiSIGAPMelayani",2020-10-19 08:19:44 EDT
Kompas.com,Portal Berita,559,328,29,11,6,79,0,4,1,101,1.10E-01,1.00E-02,6.00E-02,7.80E-01,0.00E+00,4.00E-02,4.00E-02,8.40E-01,8.80E-01,1.20E-01,3.05E-01,1.79E+01,Link,https://www.facebook.com/17353926534/posts/10159643379056535,Belajar di rumah,"""Jadi guru itu jangan mengajar dari rumah. Biar siswanya aja yang belajar di rumah tetapi gurunya mestinya ngajar dari sekolah,""",2021-01-26 20:58:03 EST
